timestamp,component,delay
2000-01-01 00:00:42,B,26.067628271041759
2000-01-01 00:00:43,A,27.072704919565226
2000-01-01 00:00:43,B,43.299031203019581
2000-01-01 00:00:44,A,15.99023577551586
2000-01-01 00:00:44,B,36.079416058736797
2000-01-01 00:00:45,A,24.915863884500762
2000-01-01 00:00:45,B,35.980719254241421
2000-01-01 00:00:46,A,17.445628124359931
2000-01-01 00:00:46,B,50.539484051956038
2000-01-01 00:00:47,A,32.301102551429018
2000-01-01 00:00:47,B,51.034085260037862
2000-01-01 00:00:48,A,26.084444189318724
2000-01-01 00:00:48,B,31.719598809519059
2000-01-01 00:00:49,A,27.729077448892639
2000-01-01 00:00:49,B,29.709301720983124
2000-01-01 00:00:50,A,23.713137796473958
2000-01-01 00:00:50,B,45.600331035780947
2000-01-01 00:00:51,A,21.039612175532717
2000-01-01 00:00:51,B,39.893341935389934
2000-01-01 00:00:52,A,32.72301579148121
2000-01-01 00:00:52,B,47.156958588241167
2000-01-01 00:00:53,A,29.563536875479539
2000-01-01 00:00:53,B,45.899532743103549
2000-01-01 00:00:54,A,21.138525327257081
2000-01-01 00:00:54,B,39.494606641986849
2000-01-01 00:00:55,A,21.113541299687189
2000-01-01 00:00:55,B,32.744347573900384
2000-01-01 00:00:56,A,20.883572279008121
2000-01-01 00:00:56,B,37.012884277475813
2000-01-01 00:00:57,A,34.332456911993596
2000-01-01 00:00:57,B,36.569863578520149
2000-01-01 00:00:58,A,19.335844142147167
2000-01-01 00:00:58,B,44.507694309164584
2000-01-01 00:00:59,A,27.040745910846869
2000-01-01 00:00:59,B,44.373824432504527
2000-01-01 00:01:00,A,34.5879150682104
2000-01-01 00:01:00,B,36.817955090174436
2000-01-01 00:01:01,A,14.36508117285128
2000-01-01 00:01:01,B,30.245771795608217
2000-01-01 00:01:02,A,19.819753570505423
2000-01-01 00:01:02,B,37.015178208944626
2000-01-01 00:01:03,A,16.14370529285808
2000-01-01 00:01:03,B,43.339271385766629
2000-01-01 00:01:04,A,33.40499051496878
2000-01-01 00:01:04,B,30.240733460092621
2000-01-01 00:01:05,A,33.900610866079461
2000-01-01 00:01:05,B,27.827694981706362
2000-01-01 00:01:06,A,18.897926882465658
2000-01-01 00:01:06,B,28.515296336492863
2000-01-01 00:01:07,A,25.413844996748523
2000-01-01 00:01:07,B,49.967349437009446
2000-01-01 00:01:08,A,30.735346391949854
2000-01-01 00:01:08,B,46.046080281679025
2000-01-01 00:01:09,A,24.02641828540791
2000-01-01 00:01:09,B,30.010478196647039
2000-01-01 00:01:10,A,37.575993892777461
2000-01-01 00:01:10,B,39.756158015279503
2000-01-01 00:01:11,A,14.548712153941246
2000-01-01 00:01:11,B,39.499695940906761
2000-01-01 00:01:12,A,17.637495271805538
2000-01-01 00:01:12,B,19.39760455528344
2000-01-01 00:01:13,A,36.843889152002504
2000-01-01 00:01:13,B,38.034043718612693
2000-01-01 00:01:14,A,31.305305093897495
2000-01-01 00:01:14,B,54.236089800630232
2000-01-01 00:01:15,A,24.364940961408188
2000-01-01 00:01:15,B,24.205999394837477
2000-01-01 00:01:16,A,21.805778621219531
2000-01-01 00:01:16,B,29.304010471361558
2000-01-01 00:01:17,A,25.131502151184876
2000-01-01 00:01:17,B,40.374060476153957
2000-01-01 00:01:18,A,15.633483631502305
2000-01-01 00:01:18,B,43.42665625671949
2000-01-01 00:01:19,A,26.005523260221135
2000-01-01 00:01:19,B,45.923518972958981
2000-01-01 00:01:20,A,33.998884211103963
2000-01-01 00:01:20,B,35.242746186717689
2000-01-01 00:01:21,A,36.857201319040833
2000-01-01 00:01:21,B,29.874248044202979
2000-01-01 00:01:22,A,25.211043290500925
2000-01-01 00:01:22,B,32.049171189483921
2000-01-01 00:01:23,A,23.082577332065156
2000-01-01 00:01:23,B,32.560695891123551
2000-01-01 00:01:24,A,22.022483549437542
2000-01-01 00:01:24,B,27.091983027102778
2000-01-01 00:01:25,A,25.323299121339431
2000-01-01 00:01:25,B,38.87203665224866
2000-01-01 00:01:26,A,21.261557247811272
2000-01-01 00:01:26,B,41.474690073674566
2000-01-01 00:01:27,A,28.831382745217862
2000-01-01 00:01:27,B,39.124937801755912
2000-01-01 00:01:28,A,19.053835542611836
2000-01-01 00:01:28,B,30.898810111611795
2000-01-01 00:01:29,A,24.484853592259022
2000-01-01 00:01:29,B,39.013341542963481
2000-01-01 00:01:30,A,13.952367372689313
2000-01-01 00:01:30,B,49.850493860839052
2000-01-01 00:01:31,A,31.553436625244256
2000-01-01 00:01:31,B,39.193823547486403
2000-01-01 00:01:32,A,38.050774083183633
2000-01-01 00:01:32,B,17.15475080451602
2000-01-01 00:01:33,A,32.003653917817971
2000-01-01 00:01:33,B,34.89636565455001
2000-01-01 00:01:34,A,23.66554059328011
2000-01-01 00:01:34,B,49.207593139885859
2000-01-01 00:01:35,A,31.433121706578223
2000-01-01 00:01:35,B,48.972853316063137
2000-01-01 00:01:36,A,17.80032206603126
2000-01-01 00:01:36,B,54.332015289567842
2000-01-01 00:01:37,A,27.257117988434977
2000-01-01 00:01:37,B,49.748791633240877
2000-01-01 00:01:38,A,28.307638649411167
2000-01-01 00:01:38,B,32.602674359691768
2000-01-01 00:01:39,A,29.484633243138866
2000-01-01 00:01:39,B,49.175148149863105
2000-01-01 00:01:40,A,27.921358254072146
2000-01-01 00:01:40,B,51.061527327564285
2000-01-01 00:01:41,A,26.511142055528982
2000-01-01 00:01:41,B,52.681671988408439
2000-01-01 00:01:42,A,28.681516743465121
2000-01-01 00:01:42,B,46.357210050314663
2000-01-01 00:01:43,A,14.893696958267496
2000-01-01 00:01:43,B,53.02540941911613
2000-01-01 00:01:44,A,29.217647464022804
2000-01-01 00:01:44,B,36.61434510634443
2000-01-01 00:01:45,A,33.90905003487633
2000-01-01 00:01:45,B,42.688784195102443
2000-01-01 00:01:46,A,26.967383174323228
2000-01-01 00:01:46,B,40.4377530959731
2000-01-01 00:01:47,A,23.688674957474024
2000-01-01 00:01:47,B,46.851726755241451
2000-01-01 00:01:48,A,27.020904302386523
2000-01-01 00:01:48,B,32.173382260810364
2000-01-01 00:01:49,A,19.95400887753468
2000-01-01 00:01:49,B,34.659188999578774
2000-01-01 00:01:50,A,30.70091051210543
2000-01-01 00:01:50,B,37.64740339077602
2000-01-01 00:01:51,A,22.611554783769826
2000-01-01 00:01:51,B,49.877611647770131
2000-01-01 00:01:52,A,18.606200134598989
2000-01-01 00:01:52,B,33.197382247926939
2000-01-01 00:01:53,A,23.151411915493906
2000-01-01 00:01:53,B,43.086550937544466
2000-01-01 00:01:54,A,31.264651699887047
2000-01-01 00:01:54,B,32.996353762450951
2000-01-01 00:01:55,A,28.345135551412191
2000-01-01 00:01:55,B,34.754535064358819
2000-01-01 00:01:56,A,21.96153821974206
2000-01-01 00:01:56,B,31.909476138300352
2000-01-01 00:01:57,A,26.119325895703767
2000-01-01 00:01:57,B,38.330780106000766
2000-01-01 00:01:58,A,33.035358219379816
2000-01-01 00:01:58,B,51.340379393098559
2000-01-01 00:01:59,A,33.680407946225699
2000-01-01 00:01:59,B,42.969669647063697
2000-01-01 00:02:00,A,23.270164025010438
2000-01-01 00:02:00,B,31.998400986819316
2000-01-01 00:02:01,A,28.361563993111861
2000-01-01 00:02:01,B,28.510239476484617
2000-01-01 00:02:02,A,34.943843042309013
2000-01-01 00:02:02,B,45.747808478093873
2000-01-01 00:02:03,A,30.793759572259319
2000-01-01 00:02:03,B,31.292999223431753
2000-01-01 00:02:04,A,27.693947630972989
2000-01-01 00:02:04,B,40.236783921992526
2000-01-01 00:02:05,A,25.346550738922922
2000-01-01 00:02:05,B,43.472255369068726
2000-01-01 00:02:06,A,22.969290377552596
2000-01-01 00:02:06,B,23.624885818983632
2000-01-01 00:02:07,A,33.006404452732433
2000-01-01 00:02:07,B,32.169864805431679
2000-01-01 00:02:08,A,27.258379960157217
2000-01-01 00:02:08,B,28.086067168450086
2000-01-01 00:02:09,A,28.136557791994267
2000-01-01 00:02:09,B,45.004274518276951
2000-01-01 00:02:10,A,32.520991789793349
2000-01-01 00:02:10,B,47.098739229929095
2000-01-01 00:02:11,A,21.687056544881788
2000-01-01 00:02:11,B,43.082122906682606
2000-01-01 00:02:12,A,20.65926207940036
2000-01-01 00:02:12,B,28.067600228631555
2000-01-01 00:02:13,A,19.607237748173755
2000-01-01 00:02:13,B,24.239163236549683
2000-01-01 00:02:14,A,24.072297497177392
2000-01-01 00:02:14,B,50.126351825405166
2000-01-01 00:02:15,A,20.836334767924935
2000-01-01 00:02:15,B,43.732913634463614
2000-01-01 00:02:16,A,24.673501279470806
2000-01-01 00:02:16,B,30.690282397127028
2000-01-01 00:02:17,A,26.446692516202102
2000-01-01 00:02:17,B,27.585294281435061
2000-01-01 00:02:18,A,24.352716667785558
2000-01-01 00:02:18,B,43.161260447034564
2000-01-01 00:02:19,A,27.765828248951856
2000-01-01 00:02:19,B,47.429073740659845
2000-01-01 00:02:20,A,22.883035853700861
2000-01-01 00:02:20,B,24.621221880207081
2000-01-01 00:02:21,A,17.47656911154975
2000-01-01 00:02:21,B,45.080218641812991
2000-01-01 00:02:22,A,23.815694521570293
2000-01-01 00:02:22,B,36.335857420459
2000-01-01 00:02:23,A,29.137095255324216
2000-01-01 00:02:23,B,29.621500083162246
2000-01-01 00:02:24,A,17.941215009546621
2000-01-01 00:02:24,B,19.477414348552688
2000-01-01 00:02:25,A,25.004818917478669
2000-01-01 00:02:25,B,48.271061985459731
2000-01-01 00:02:26,A,33.677712328596911
2000-01-01 00:02:26,B,42.882101877131113
2000-01-01 00:02:27,A,23.857653296420224
2000-01-01 00:02:27,B,42.806321519123358
2000-01-01 00:02:28,A,28.05634366752782
2000-01-01 00:02:28,B,27.397491698849588
2000-01-01 00:02:29,A,29.130560306225366
2000-01-01 00:02:29,B,43.683079030545137
2000-01-01 00:02:30,A,20.216767372895507
2000-01-01 00:02:30,B,30.995615962077594
2000-01-01 00:02:31,A,27.192776779459926
2000-01-01 00:02:31,B,39.415768721903589
2000-01-01 00:02:32,A,20.583915120809646
2000-01-01 00:02:32,B,53.023948440639572
2000-01-01 00:02:33,A,23.350935790863371
2000-01-01 00:02:33,B,29.221390010219213
2000-01-01 00:02:34,A,13.756563671212854
2000-01-01 00:02:34,B,43.869635305261326
2000-01-01 00:02:35,A,20.762044411370226
2000-01-01 00:02:35,B,25.686408783534429
2000-01-01 00:02:36,A,31.114274916080397
2000-01-01 00:02:36,B,44.116607179135315
2000-01-01 00:02:37,A,22.876280783740853
2000-01-01 00:02:37,B,38.554751578722183
2000-01-01 00:02:38,A,23.375958485991163
2000-01-01 00:02:38,B,32.433630150947145
2000-01-01 00:02:39,A,22.721986061297137
2000-01-01 00:02:39,B,37.586010701925026
2000-01-01 00:02:40,A,28.424384462787035
2000-01-01 00:02:40,B,48.220687066695987
2000-01-01 00:02:41,A,28.667943589312735
2000-01-01 00:02:41,B,35.184800378136707
2000-01-01 00:02:42,A,26.088331260857252
2000-01-01 00:02:42,B,38.101713075138463
2000-01-01 00:02:43,A,20.506606446905764
2000-01-01 00:02:43,B,43.754784971316397
2000-01-01 00:02:44,A,21.684674683694904
2000-01-01 00:02:44,B,35.574992299680062
2000-01-01 00:02:45,A,27.160262763320791
2000-01-01 00:02:45,B,41.103936873724336
2000-01-01 00:02:46,A,24.796923194892557
2000-01-01 00:02:46,B,27.937745910522558
2000-01-01 00:02:47,A,22.220818191256619
2000-01-01 00:02:47,B,48.179711607649978
2000-01-01 00:02:48,A,27.303435640361453
2000-01-01 00:02:48,B,34.405357797900109
2000-01-01 00:02:49,A,14.87212201451915
2000-01-01 00:02:49,B,36.379343527608945
2000-01-01 00:02:50,A,23.465629009977157
2000-01-01 00:02:50,B,38.946186107112815
2000-01-01 00:02:51,A,29.29088851124115
2000-01-01 00:02:51,B,38.45373715982219
2000-01-01 00:02:52,A,16.888504169327486
2000-01-01 00:02:52,B,35.742454453135153
2000-01-01 00:02:53,A,11.779257836933557
2000-01-01 00:02:53,B,39.370008875234703
2000-01-01 00:02:54,A,25.320667792891744
2000-01-01 00:02:54,B,42.178161816598866
2000-01-01 00:02:55,A,31.715975013258937
2000-01-01 00:02:55,B,45.883895561694501
2000-01-01 00:02:56,A,19.305007833771331
2000-01-01 00:02:56,B,46.074387524603594
2000-01-01 00:02:57,A,26.357554989866099
2000-01-01 00:02:57,B,52.019934752934574
2000-01-01 00:02:58,A,33.344376739733406
2000-01-01 00:02:58,B,54.546459522620033
2000-01-01 00:02:59,A,34.170746690225883
2000-01-01 00:02:59,B,38.159828969296086
2000-01-01 00:03:00,A,12.494951906836858
2000-01-01 00:03:00,B,41.516825800459145
2000-01-01 00:03:01,A,28.46951399768443
2000-01-01 00:03:01,B,42.400979161153735
2000-01-01 00:03:02,A,22.660994782172558
2000-01-01 00:03:02,B,49.581919087950958
2000-01-01 00:03:03,A,19.053751961993882
2000-01-01 00:03:03,B,35.894912585877812
2000-01-01 00:03:04,A,28.532196208178163
2000-01-01 00:03:04,B,39.832298513480254
2000-01-01 00:03:05,A,15.540104907794047
2000-01-01 00:03:05,B,46.515544916325453
2000-01-01 00:03:06,A,16.446699915015312
2000-01-01 00:03:06,B,49.066201405531814
2000-01-01 00:03:07,A,33.422673528310469
2000-01-01 00:03:07,B,41.750073263595496
2000-01-01 00:03:08,A,33.240391860984772
2000-01-01 00:03:08,B,40.625064650923363
2000-01-01 00:03:09,A,29.869891020130684
2000-01-01 00:03:09,B,31.145095677434711
2000-01-01 00:03:10,A,25.633125342870045
2000-01-01 00:03:10,B,41.946407881442028
2000-01-01 00:03:11,A,11.901367998788764
2000-01-01 00:03:11,B,39.261612819973763
2000-01-01 00:03:12,A,27.315542302669325
2000-01-01 00:03:12,B,48.545451900685777
2000-01-01 00:03:13,A,33.233300790248549
2000-01-01 00:03:13,B,41.584319094404258
2000-01-01 00:03:14,A,17.672783288676033
2000-01-01 00:03:14,B,35.370711316948658
2000-01-01 00:03:15,A,31.820083397859374
2000-01-01 00:03:15,B,35.47950205020669
2000-01-01 00:03:16,A,19.961256362023917
2000-01-01 00:03:16,B,36.16070785480489
2000-01-01 00:03:17,A,27.924730281808188
2000-01-01 00:03:17,B,40.877515331925856
2000-01-01 00:03:18,A,18.253682613754371
2000-01-01 00:03:18,B,17.850286728683766
2000-01-01 00:03:19,A,28.708131815198762
2000-01-01 00:03:19,B,43.794265013365795
2000-01-01 00:03:20,A,30.824369660404535
2000-01-01 00:03:20,B,32.790500524267756
2000-01-01 00:03:21,A,32.039539302816415
2000-01-01 00:03:21,B,37.663046514193638
2000-01-01 00:03:22,A,14.204623480721171
2000-01-01 00:03:22,B,32.738126911265987
2000-01-01 00:03:23,A,19.17614758140402
2000-01-01 00:03:23,B,52.59230278011335
2000-01-01 00:03:24,A,29.202075387755592
2000-01-01 00:03:24,B,19.117766852828058
2000-01-01 00:03:25,A,22.191050763796493
2000-01-01 00:03:25,B,44.291839223199901
2000-01-01 00:03:26,A,22.332735122962792
2000-01-01 00:03:26,B,31.235470689637246
2000-01-01 00:03:27,A,24.493600183715689
2000-01-01 00:03:27,B,47.867128478096795
2000-01-01 00:03:28,A,28.979653057870141
2000-01-01 00:03:28,B,32.908425212684477
2000-01-01 00:03:29,A,29.39603058810841
2000-01-01 00:03:29,B,38.354905306317775
2000-01-01 00:03:30,A,20.46683356355167
2000-01-01 00:03:30,B,39.234443403843521
2000-01-01 00:03:31,A,24.777033044093457
2000-01-01 00:03:31,B,32.549898468583294
2000-01-01 00:03:32,A,14.394476864437316
2000-01-01 00:03:32,B,26.967726864145003
2000-01-01 00:03:33,A,21.08735780136789
2000-01-01 00:03:33,B,55.136643209019461
2000-01-01 00:03:34,A,20.840181191893016
2000-01-01 00:03:34,B,54.03038849014343
2000-01-01 00:03:35,A,20.030145642489202
2000-01-01 00:03:35,B,43.003080214351115
2000-01-01 00:03:36,A,27.713811065959241
2000-01-01 00:03:36,B,30.643186592561591
2000-01-01 00:03:37,A,25.710733831710026
2000-01-01 00:03:37,B,44.466814370538096
2000-01-01 00:03:38,A,21.463511889704925
2000-01-01 00:03:38,B,32.302007980514162
2000-01-01 00:03:39,A,21.200065985955959
2000-01-01 00:03:39,B,35.113336375098804
2000-01-01 00:03:40,A,29.639394565238618
2000-01-01 00:03:40,B,43.818168898471107
2000-01-01 00:03:41,A,11.152274868687002
2000-01-01 00:03:41,B,47.358840670162152
2000-01-01 00:03:42,A,17.750722789027002
2000-01-01 00:03:42,B,37.916434208117202
2000-01-01 00:03:43,A,27.463969266427632
2000-01-01 00:03:43,B,23.737323436547797
2000-01-01 00:03:44,A,26.199208964065658
2000-01-01 00:03:44,B,38.637465132628328
2000-01-01 00:03:45,A,37.476506640958114
2000-01-01 00:03:45,B,29.127323401595426
2000-01-01 00:03:46,A,31.861536404099894
2000-01-01 00:03:46,B,29.034283796183367
2000-01-01 00:03:47,A,36.199588138823053
2000-01-01 00:03:47,B,39.882923290503861
2000-01-01 00:03:48,A,15.254395569657033
2000-01-01 00:03:48,B,38.62782995138182
2000-01-01 00:03:49,A,27.014872551657231
2000-01-01 00:03:49,B,42.437184259785248
2000-01-01 00:03:50,A,32.401995397310252
2000-01-01 00:03:50,B,42.553879276971877
2000-01-01 00:03:51,A,21.653114679689004
2000-01-01 00:03:51,B,26.993919507864675
2000-01-01 00:03:52,A,29.002438895214524
2000-01-01 00:03:52,B,40.664675585990743
2000-01-01 00:03:53,A,22.059256573328749
2000-01-01 00:03:53,B,42.070812776536627
2000-01-01 00:03:54,A,26.057194276010637
2000-01-01 00:03:54,B,50.692890663437119
2000-01-01 00:03:55,A,26.841783151242893
2000-01-01 00:03:55,B,40.412018056449362
2000-01-01 00:03:56,A,27.706573833070816
2000-01-01 00:03:56,B,32.932323309774617
2000-01-01 00:03:57,A,25.11356285917909
2000-01-01 00:03:57,B,58.392785334423813
2000-01-01 00:03:58,A,24.315721875947041
2000-01-01 00:03:58,B,46.997748360619333
2000-01-01 00:03:59,A,27.50131248814905
2000-01-01 00:03:59,B,31.2927104078688
2000-01-01 00:04:00,A,35.181590974274727
2000-01-01 00:04:00,B,49.278901113274173
2000-01-01 00:04:01,A,25.191221090319612
2000-01-01 00:04:01,B,36.792617896314347
2000-01-01 00:04:02,A,25.053486569425225
2000-01-01 00:04:02,B,51.792981918932576
2000-01-01 00:04:03,A,26.712289417716178
2000-01-01 00:04:03,B,44.41370997930963
2000-01-01 00:04:04,A,31.067210880145492
2000-01-01 00:04:04,B,36.0372544710117
2000-01-01 00:04:05,A,27.816130897308632
2000-01-01 00:04:05,B,25.755640498330077
2000-01-01 00:04:06,A,32.342478991757723
2000-01-01 00:04:06,B,35.895860412274871
2000-01-01 00:04:07,A,21.958424513844438
2000-01-01 00:04:07,B,49.497531241543513
2000-01-01 00:04:08,A,18.045485615574478
2000-01-01 00:04:08,B,31.641568143504422
2000-01-01 00:04:09,A,22.396800994922394
2000-01-01 00:04:09,B,42.132146815848429
2000-01-01 00:04:10,A,31.484513613844012
2000-01-01 00:04:10,B,46.230319270892522
2000-01-01 00:04:11,A,21.200698089736068
2000-01-01 00:04:11,B,42.880553445328403
2000-01-01 00:04:12,A,16.538481539174636
2000-01-01 00:04:12,B,41.280536252774382
2000-01-01 00:04:13,A,30.113937524269716
2000-01-01 00:04:13,B,33.519990141530535
2000-01-01 00:04:14,A,23.976440977365346
2000-01-01 00:04:14,B,32.124587833215223
2000-01-01 00:04:15,A,28.535371565905265
2000-01-01 00:04:15,B,43.198018065174296
2000-01-01 00:04:16,A,28.147533209469955
2000-01-01 00:04:16,B,47.58114988570933
2000-01-01 00:04:17,A,23.443132700603357
2000-01-01 00:04:17,B,31.054331690465812
2000-01-01 00:04:18,A,34.707521408238975
2000-01-01 00:04:18,B,37.372582075496169
2000-01-01 00:04:19,A,17.644910233903303
2000-01-01 00:04:19,B,28.060064003079063
2000-01-01 00:04:20,A,19.562008751986905
2000-01-01 00:04:20,B,41.947528697664907
2000-01-01 00:04:21,A,30.810926296815605
2000-01-01 00:04:21,B,42.277251513285997
2000-01-01 00:04:22,A,19.413659094958255
2000-01-01 00:04:22,B,33.187622208490779
2000-01-01 00:04:23,A,21.2730643724544
2000-01-01 00:04:23,B,40.500490427349639
2000-01-01 00:04:24,A,27.219803387886525
2000-01-01 00:04:24,B,36.860549033778184
2000-01-01 00:04:25,A,26.013988340761578
2000-01-01 00:04:25,B,38.893591557256826
2000-01-01 00:04:26,A,26.705012659770205
2000-01-01 00:04:26,B,31.382550952347909
2000-01-01 00:04:27,A,32.019737615046353
2000-01-01 00:04:27,B,41.773012774168663
2000-01-01 00:04:28,A,35.820295311317608
2000-01-01 00:04:28,B,31.024211598758882
2000-01-01 00:04:29,A,9.0940042203739662
2000-01-01 00:04:29,B,47.578504680945947
2000-01-01 00:04:30,A,27.175377331590177
2000-01-01 00:04:30,B,31.712231053540634
2000-01-01 00:04:31,A,24.015176332772171
2000-01-01 00:04:31,B,35.758371490267919
2000-01-01 00:04:32,A,30.136740891914677
2000-01-01 00:04:32,B,39.173900528069389
2000-01-01 00:04:33,A,22.864844106839548
2000-01-01 00:04:33,B,42.048445611105059
2000-01-01 00:04:34,A,33.451098709156966
2000-01-01 00:04:34,B,50.311674326163029
2000-01-01 00:04:35,A,23.078986583928437
2000-01-01 00:04:35,B,30.077547880698518
2000-01-01 00:04:36,A,27.73805651377355
2000-01-01 00:04:36,B,40.54207034676363
2000-01-01 00:04:37,A,29.79592497758961
2000-01-01 00:04:37,B,45.303631659226113
2000-01-01 00:04:38,A,30.673131704046057
2000-01-01 00:04:38,B,42.059739825989773
2000-01-01 00:04:39,A,20.755893783296479
2000-01-01 00:04:39,B,48.870370782772582
2000-01-01 00:04:40,A,26.721510596541492
2000-01-01 00:04:40,B,40.088965689682382
2000-01-01 00:04:41,A,29.474323977180681
2000-01-01 00:04:41,B,35.973418372433464
2000-01-01 00:04:42,A,22.990484989082539
2000-01-01 00:04:42,B,26.900218188665956
2000-01-01 00:04:43,A,33.081846434803964
2000-01-01 00:04:43,B,31.124458194570515
2000-01-01 00:04:44,A,23.709860331072885
2000-01-01 00:04:44,B,29.021053051020985
2000-01-01 00:04:45,A,35.657245372411865
2000-01-01 00:04:45,B,46.413659166178093
2000-01-01 00:04:46,A,22.982796214837681
2000-01-01 00:04:46,B,35.500463137108788
2000-01-01 00:04:47,A,23.881298473502024
2000-01-01 00:04:47,B,39.310754218723034
2000-01-01 00:04:48,A,26.838230265751033
2000-01-01 00:04:48,B,34.024459078564455
2000-01-01 00:04:49,A,22.611316282687593
2000-01-01 00:04:49,B,28.26485365567553
2000-01-01 00:04:50,A,30.777359384555744
2000-01-01 00:04:50,B,31.474840110197736
2000-01-01 00:04:51,A,28.156545640260479
2000-01-01 00:04:51,B,38.874512552822985
2000-01-01 00:04:52,A,28.022744946033683
2000-01-01 00:04:52,B,51.179551026097336
2000-01-01 00:04:53,A,29.099435900092651
2000-01-01 00:04:53,B,33.864651503182081
2000-01-01 00:04:54,A,14.934614995081301
2000-01-01 00:04:54,B,40.000411774300751
2000-01-01 00:04:55,A,21.798795449334431
2000-01-01 00:04:55,B,43.935115009868376
2000-01-01 00:04:56,A,29.737547517249723
2000-01-01 00:04:56,B,37.465875121325553
2000-01-01 00:04:57,A,15.321868568657926
2000-01-01 00:04:57,B,48.073055813762522
2000-01-01 00:04:58,A,29.045550730040908
2000-01-01 00:04:58,B,48.877323117167272
2000-01-01 00:04:59,A,22.005132166466083
2000-01-01 00:04:59,B,43.94312958166698
2000-01-01 00:05:00,A,22.957283439177999
2000-01-01 00:05:00,B,35.117051446694937
2000-01-01 00:05:01,A,19.755848042696513
2000-01-01 00:05:01,B,51.376704116681722
2000-01-01 00:05:02,A,22.84013096472961
2000-01-01 00:05:02,B,26.467285854532971
2000-01-01 00:05:03,A,29.116095096212177
